permno,company_name,date,total_returns,price,share_outstanding
10085,U I C I,2/29/2000 0:00,-0.113924,8.75,46404
10085,U I C I,3/31/2000 0:00,-0.242857,6.625,46404
10085,U I C I,4/30/2000 0:00,-0.339623,4.375,46425
10085,U I C I,5/31/2000 0:00,0.114286,4.875,46427
10085,U I C I,6/30/2000 0:00,0.346154,6.5625,46427
10085,U I C I,7/31/2000 0:00,0.219048,8,46427
10085,U I C I,8/31/2000 0:00,-0.171875,6.625,46602
10085,U I C I,9/30/2000 0:00,0.056604,7,46602
10085,U I C I,10/31/2000 0:00,0.0625,7.4375,46602
10085,U I C I,11/30/2000 0:00,-0.07563,6.875,46817
10085,U I C I,12/31/2000 0:00,-0.136364,5.9375,46817
10085,U I C I,1/31/2001 0:00,0.389474,8.25,46817
10085,U I C I,2/28/2001 0:00,-0.006061,8.2,46817
10085,U I C I,3/31/2001 0:00,0.070732,8.78,47580
10085,U I C I,4/30/2001 0:00,0.029613,9.04,47725
10085,U I C I,5/31/2001 0:00,-0.059735,8.5,47625
10085,U I C I,6/30/2001 0:00,0.5,12.75,47625
10085,U I C I,7/31/2001 0:00,0.038431,13.24,47625
10085,U I C I,8/31/2001 0:00,0.132931,15,47629
10085,U I C I,9/30/2001 0:00,-0.091333,13.63,47629
10085,U I C I,10/31/2001 0:00,0.111519,15.15,47629
10085,U I C I,11/30/2001 0:00,-0.056106,14.3,47629
10085,U I C I,12/31/2001 0:00,-0.055944,13.5,47629
10085,U I C I,1/31/2002 0:00,-0.044444,12.9,47629
10085,U I C I,2/28/2002 0:00,0.089147,14.05,47629
10085,U I C I,3/31/2002 0:00,0.348754,18.95,48417
10085,U I C I,4/30/2002 0:00,0.081794,20.5,47302
10085,U I C I,5/31/2002 0:00,-0.138537,17.66,47918
10085,U I C I,6/30/2002 0:00,0.143828,20.2,47918
10085,U I C I,7/31/2002 0:00,-0.163366,16.9,47918
10085,U I C I,8/31/2002 0:00,0.047337,17.7,47554
10085,U I C I,9/30/2002 0:00,-0.081356,16.26,47554
10085,U I C I,10/31/2002 0:00,-0.103321,14.58,47554
10085,U I C I,11/30/2002 0:00,-0.122771,12.79,48179
10085,U I C I,12/31/2002 0:00,0.215794,15.55,48179
10085,U I C I,1/31/2003 0:00,0,15.55,48179
10085,U I C I,2/28/2003 0:00,-0.353698,10.05,48179
10085,U I C I,3/31/2003 0:00,-0.043781,9.61,48179
10085,U I C I,4/30/2003 0:00,0.238293,11.9,46900
10085,U I C I,5/31/2003 0:00,0.204202,14.33,46624
10085,U I C I,6/30/2003 0:00,0.05164,15.07,46624
10085,U I C I,7/31/2003 0:00,-0.072329,13.98,46624
10085,U I C I,8/31/2003 0:00,-0.105865,12.5,46624
10085,U I C I,9/30/2003 0:00,0.0032,12.54,46409
10085,U I C I,10/31/2003 0:00,0.192982,14.96,46409
10085,U I C I,11/30/2003 0:00,-0.076872,13.81,46409
10085,U I C I,12/31/2003 0:00,-0.038378,13.28,46409
10085,U I C I,1/31/2004 0:00,-0.043675,12.7,46409
10085,U I C I,2/29/2004 0:00,0.074016,13.64,46409
10085,U I C I,3/31/2004 0:00,0.082111,14.76,46762
10085,U I C I,4/30/2004 0:00,0.172764,17.31,46303
10085,U I C I,5/31/2004 0:00,0.148469,19.88,46253
10085,U I C I,6/30/2004 0:00,0.197686,23.81,46253
10085,U I C I,7/31/2004 0:00,0.00462,23.92,46253
10085,U I C I,8/31/2004 0:00,0.173077,27.81,46389
10085,U I C I,9/30/2004 0:00,0.177274,32.74,46389
10085,U I C I,10/31/2004 0:00,-0.096518,29.58,46389
10085,U I C I,11/30/2004 0:00,0.129141,33.4,45728
10085,U I C I,12/31/2004 0:00,0.01497,33.9,45728
10085,U I C I,1/31/2005 0:00,-0.087906,30.92,45728
10085,U I C I,2/28/2005 0:00,-0.097025,27.42,45728
10085,U I C I,3/31/2005 0:00,-0.115609,24.25,46433
10085,U I C I,4/30/2005 0:00,-0.042474,23.22,46494
10085,U I C I,5/31/2005 0:00,0.083118,25.15,46142
10085,U I C I,6/30/2005 0:00,0.183698,29.77,46142
10085,U I C I,7/31/2005 0:00,0.036278,30.85,46142
10085,U I C I,8/31/2005 0:00,0.008428,30.86,46119
10085,U I C I,9/30/2005 0:00,0.166559,36,46110
10085,U I C I,10/31/2005 0:00,0.003333,36.12,46110
10085,U I C I,11/30/2005 0:00,-0.013843,35.62,46127
10085,U I C I,12/31/2005 0:00,-0.003088,35.51,46127
10085,U I C I,1/31/2006 0:00,0.028724,36.53,46127
10085,U I C I,2/28/2006 0:00,0.00438,36.69,46127
10085,U I C I,3/31/2006 0:00,0.008177,36.99,46628
10085,U I C I,4/30/2006 0:00,0.00027,,46628
10092,4 KIDS ENTERTAINMENT INC,9/30/2000 0:00,-0.196429,16.875,11865
10092,4 KIDS ENTERTAINMENT INC,10/31/2000 0:00,-0.144444,14.4375,11865
10092,4 KIDS ENTERTAINMENT INC,11/30/2000 0:00,-0.251082,10.8125,12080
10092,4 KIDS ENTERTAINMENT INC,12/31/2000 0:00,-0.17341,8.9375,12080
10092,4 KIDS ENTERTAINMENT INC,1/31/2001 0:00,0.588811,14.2,12080
10092,4 KIDS ENTERTAINMENT INC,2/28/2001 0:00,-0.050704,13.48,12080
10092,4 KIDS ENTERTAINMENT INC,3/31/2001 0:00,-0.163947,11.27,12080
10092,4 KIDS ENTERTAINMENT INC,4/30/2001 0:00,0.499556,16.9,12080
10092,4 KIDS ENTERTAINMENT INC,5/31/2001 0:00,0.005917,17,12080
10092,4 KIDS ENTERTAINMENT INC,6/30/2001 0:00,0.126471,19.15,12080
10092,4 KIDS ENTERTAINMENT INC,7/31/2001 0:00,0.336815,25.6,12080
10092,4 KIDS ENTERTAINMENT INC,8/31/2001 0:00,0.09375,28,12148
10092,4 KIDS ENTERTAINMENT INC,9/30/2001 0:00,-0.289286,19.9,12148
10092,4 KIDS ENTERTAINMENT INC,10/31/2001 0:00,0.055276,21,12148
10092,4 KIDS ENTERTAINMENT INC,11/30/2001 0:00,-0.032381,20.32,12202
10092,4 KIDS ENTERTAINMENT INC,12/31/2001 0:00,-0.014272,20.03,12202
10092,4 KIDS ENTERTAINMENT INC,1/31/2002 0:00,-0.056915,18.89,12202
10092,4 KIDS ENTERTAINMENT INC,2/28/2002 0:00,-0.134463,16.35,12202
10092,4 KIDS ENTERTAINMENT INC,3/31/2002 0:00,0.218349,19.92,12202
10092,4 KIDS ENTERTAINMENT INC,4/30/2002 0:00,-0.136546,17.2,12582
10092,4 KIDS ENTERTAINMENT INC,5/31/2002 0:00,0.047674,18.02,12582
10092,4 KIDS ENTERTAINMENT INC,6/30/2002 0:00,0.148724,20.7,12582
10092,4 KIDS ENTERTAINMENT INC,7/31/2002 0:00,-0.033816,20,12582
10092,4 KIDS ENTERTAINMENT INC,8/31/2002 0:00,-0.0175,19.65,12596
10092,4 KIDS ENTERTAINMENT INC,9/30/2002 0:00,0.207634,23.73,12596
10092,4 KIDS ENTERTAINMENT INC,10/31/2002 0:00,0.139907,27.05,12596
10092,4 KIDS ENTERTAINMENT INC,11/30/2002 0:00,-0.112754,24,12613
10092,4 KIDS ENTERTAINMENT INC,12/31/2002 0:00,-0.08,22.08,12613
10092,4 KIDS ENTERTAINMENT INC,1/31/2003 0:00,-0.094203,20,12613
10092,4 KIDS ENTERTAINMENT INC,2/28/2003 0:00,-0.187,16.26,12613
10092,4 KIDS ENTERTAINMENT INC,3/31/2003 0:00,-0.274293,11.8,12613
10092,4 KIDS ENTERTAINMENT INC,4/30/2003 0:00,0.305085,15.4,13135
10092,4 KIDS ENTERTAINMENT INC,5/31/2003 0:00,0.12987,17.4,13135
10092,4 KIDS ENTERTAINMENT INC,6/30/2003 0:00,0.068966,18.6,13135
10092,4 KIDS ENTERTAINMENT INC,7/31/2003 0:00,-0.060753,17.47,13135
10092,4 KIDS ENTERTAINMENT INC,8/31/2003 0:00,0.25415,21.91,13199
10092,4 KIDS ENTERTAINMENT INC,9/30/2003 0:00,-0.036969,21.1,13199
10092,4 KIDS ENTERTAINMENT INC,10/31/2003 0:00,0.158768,24.45,13199
10092,4 KIDS ENTERTAINMENT INC,11/30/2003 0:00,0.098159,26.85,13419
10092,4 KIDS ENTERTAINMENT INC,12/31/2003 0:00,-0.030912,26.02,13419
10092,4 KIDS ENTERTAINMENT INC,1/31/2004 0:00,0.097617,28.56,13809
10092,4 KIDS ENTERTAINMENT INC,2/29/2004 0:00,-0.062675,26.77,13809
10092,4 KIDS ENTERTAINMENT INC,3/31/2004 0:00,-0.164363,22.37,13965
10092,4 KIDS ENTERTAINMENT INC,4/30/2004 0:00,-0.023245,21.85,13965
10092,4 KIDS ENTERTAINMENT INC,5/31/2004 0:00,-0.009153,21.65,13828
10092,4 KIDS ENTERTAINMENT INC,6/30/2004 0:00,0.10485,23.92,13828
10092,4 KIDS ENTERTAINMENT INC,7/31/2004 0:00,-0.089465,21.78,13828
10092,4 KIDS ENTERTAINMENT INC,8/31/2004 0:00,-0.199725,17.43,13571
10092,4 KIDS ENTERTAINMENT INC,9/30/2004 0:00,0.158921,20.2,13571
10092,4 KIDS ENTERTAINMENT INC,10/31/2004 0:00,-0.094554,18.29,13571
10092,4 KIDS ENTERTAINMENT INC,11/30/2004 0:00,0.117004,20.43,13355
10092,4 KIDS ENTERTAINMENT INC,12/31/2004 0:00,0.028879,21.02,13355
10092,4 KIDS ENTERTAINMENT INC,1/31/2005 0:00,-0.123216,18.43,13355
10092,4 KIDS ENTERTAINMENT INC,2/28/2005 0:00,0.060228,19.54,13355
10092,4 KIDS ENTERTAINMENT INC,3/31/2005 0:00,0.131525,22.11,13312
10092,4 KIDS ENTERTAINMENT INC,4/30/2005 0:00,-0.088195,20.16,13329
10092,4 KIDS ENTERTAINMENT INC,5/31/2005 0:00,-0.05754,19,13329
10092,4 KIDS ENTERTAINMENT INC,6/30/2005 0:00,0.046316,19.88,13329
10092,4 KIDS ENTERTAINMENT INC,7/31/2005 0:00,0.011066,20.1,13329
10092,4 KIDS ENTERTAINMENT INC,8/31/2005 0:00,-0.143284,17.22,13081
10092,4 KIDS ENTERTAINMENT INC,9/30/2005 0:00,0.009872,17.39,13081
10092,4 KIDS ENTERTAINMENT INC,10/31/2005 0:00,-0.018976,17.06,13081
10092,4 KIDS ENTERTAINMENT INC,11/30/2005 0:00,-0.041618,16.35,12702
10092,4 KIDS ENTERTAINMENT INC,12/31/2005 0:00,-0.040367,15.69,12702
10092,4 KIDS ENTERTAINMENT INC,1/31/2006 0:00,0.094328,17.17,12702
10092,4 KIDS ENTERTAINMENT INC,2/28/2006 0:00,-0.009901,17,12702
10092,4 KIDS ENTERTAINMENT INC,3/31/2006 0:00,0.011177,17.19,13077
10092,4 KIDS ENTERTAINMENT INC,4/30/2006 0:00,0.002327,17.23,13077
10092,4 KIDS ENTERTAINMENT INC,5/31/2006 0:00,-0.035984,16.61,13094
10092,4 KIDS ENTERTAINMENT INC,6/30/2006 0:00,-0.024082,16.21,13094
10092,4 KIDS ENTERTAINMENT INC,7/31/2006 0:00,0.004935,16.29,13094
10092,4 KIDS ENTERTAINMENT INC,8/31/2006 0:00,-0.057704,15.35,13095
10092,4 KIDS ENTERTAINMENT INC,9/30/2006 0:00,0.074919,16.5,13095
10092,4 KIDS ENTERTAINMENT INC,10/31/2006 0:00,0.101212,18.17,13095
10092,4 KIDS ENTERTAINMENT INC,11/30/2006 0:00,-0.013209,17.93,13134
10092,4 KIDS ENTERTAINMENT INC,12/31/2006 0:00,0.016174,18.22,13134
10092,4 KIDS ENTERTAINMENT INC,1/31/2007 0:00,0.074094,19.57,13134
10092,4 KIDS ENTERTAINMENT INC,2/28/2007 0:00,-0.050077,18.59,13134
10092,4 KIDS ENTERTAINMENT INC,3/31/2007 0:00,0.017751,18.92,13183
10092,4 KIDS ENTERTAINMENT INC,4/30/2007 0:00,-0.140063,16.27,13184
10092,4 KIDS ENTERTAINMENT INC,5/31/2007 0:00,0.039336,16.91,13184
10092,4 KIDS ENTERTAINMENT INC,6/30/2007 0:00,-0.112951,15,13184
10092,4 KIDS ENTERTAINMENT INC,7/31/2007 0:00,0.066667,16,13184
10092,4 KIDS ENTERTAINMENT INC,8/31/2007 0:00,-0.061875,15.01,13212
10092,4 KIDS ENTERTAINMENT INC,9/30/2007 0:00,0.171885,17.59,13212
10092,4 KIDS ENTERTAINMENT INC,10/31/2007 0:00,-0.030699,17.05,13212
10092,4 KIDS ENTERTAINMENT INC,11/30/2007 0:00,-0.266862,12.5,13212
10092,4 KIDS ENTERTAINMENT INC,12/31/2007 0:00,0.052,13.15,13212
10092,4 KIDS ENTERTAINMENT INC,1/31/2008 0:00,0.007605,13.25,13212
10092,4 KIDS ENTERTAINMENT INC,2/29/2008 0:00,-0.106415,11.84,13212
10092,4 KIDS ENTERTAINMENT INC,3/31/2008 0:00,-0.174831,9.77,13158
10092,4 KIDS ENTERTAINMENT INC,4/30/2008 0:00,-0.094166,8.85,13097
10092,4 KIDS ENTERTAINMENT INC,5/31/2008 0:00,-0.103955,7.93,13097
10092,4 KIDS ENTERTAINMENT INC,6/30/2008 0:00,-0.065574,7.41,13097
10092,4 KIDS ENTERTAINMENT INC,7/31/2008 0:00,0.163293,8.62,13097
10092,4 KIDS ENTERTAINMENT INC,8/31/2008 0:00,0.053364,9.08,13152
10092,4 KIDS ENTERTAINMENT INC,9/30/2008 0:00,-0.222467,7.06,13152
10092,4 KIDS ENTERTAINMENT INC,10/31/2008 0:00,-0.250708,5.29,13152
10092,4 KIDS ENTERTAINMENT INC,11/30/2008 0:00,-0.431002,3.01,13227
10092,4 KIDS ENTERTAINMENT INC,12/31/2008 0:00,-0.348837,1.96,13227
10092,4 KIDS ENTERTAINMENT INC,1/31/2009 0:00,-0.147959,1.67,13227
10092,4 KIDS ENTERTAINMENT INC,2/28/2009 0:00,-0.275449,1.21,13227
10092,4 KIDS ENTERTAINMENT INC,3/31/2009 0:00,-0.090909,1.1,13227
10092,4 KIDS ENTERTAINMENT INC,4/30/2009 0:00,0.163636,1.28,13227
10092,4 KIDS ENTERTAINMENT INC,5/31/2009 0:00,0.414063,1.81,13227
10092,4 KIDS ENTERTAINMENT INC,6/30/2009 0:00,0.154696,2.09,13227
10092,4 KIDS ENTERTAINMENT INC,7/31/2009 0:00,-0.162679,1.75,13227
10092,4 KIDS ENTERTAINMENT INC,8/31/2009 0:00,-0.182857,1.43,13352
10092,4 KIDS ENTERTAINMENT INC,9/30/2009 0:00,0.174825,1.68,13352
10092,4 KIDS ENTERTAINMENT INC,10/31/2009 0:00,0.071429,1.8,13352
10092,4 KIDS ENTERTAINMENT INC,11/30/2009 0:00,-0.233333,1.38,13352
10092,4 KIDS ENTERTAINMENT INC,12/31/2009 0:00,0.152174,1.59,13352
10092,4 KIDS ENTERTAINMENT INC,1/31/2010 0:00,-0.075472,1.47,13352
10092,4 KIDS ENTERTAINMENT INC,2/28/2010 0:00,-0.122449,1.29,13352
10092,4 KIDS ENTERTAINMENT INC,3/31/2010 0:00,-0.108527,1.15,13352
10092,4 KIDS ENTERTAINMENT INC,4/30/2010 0:00,-0.06087,1.08,13352
10092,4 KIDS ENTERTAINMENT INC,5/31/2010 0:00,-0.268519065,0.7306,13352
10097,FACELIFTERS HOME SYSTEMS INC,5/31/1994 0:00,-0.078652,5.125,2561
10097,FACELIFTERS HOME SYSTEMS INC,6/30/1994 0:00,-0.02439,5,2561
10097,FACELIFTERS HOME SYSTEMS INC,7/31/1994 0:00,0.3,6.5,3170
10102,AIRCO INC,1/31/1975 0:00,0.337349,13.875,11283
10102,AIRCO INC,2/28/1975 0:00,0.043243,14.25,11283
10102,AIRCO INC,3/31/1975 0:00,0.078947,15.375,11283
10102,AIRCO INC,4/30/1975 0:00,0.235772,19,11283
10102,AIRCO INC,5/31/1975 0:00,0.005263,18.875,11283
10102,AIRCO INC,6/30/1975 0:00,0.086093,20.5,11352
10102,AIRCO INC,7/31/1975 0:00,0.018293,20.875,11352
10102,AIRCO INC,8/31/1975 0:00,-0.077844,19,11352
10102,AIRCO INC,9/30/1975 0:00,-0.078947,17.5,11352
10102,AIRCO INC,10/31/1975 0:00,0.042857,18.25,11352
10102,AIRCO INC,11/30/1975 0:00,-0.013699,17.75,11352
10102,AIRCO INC,12/31/1975 0:00,-0.007042,17.625,11352
10102,AIRCO INC,1/31/1976 0:00,0.198582,21.125,11352
10102,AIRCO INC,2/29/1976 0:00,0.12426,23.5,11352
10102,AIRCO INC,3/31/1976 0:00,0.106383,26,11352
10102,AIRCO INC,4/30/1976 0:00,-0.019231,25.5,11352
10102,AIRCO INC,5/31/1976 0:00,0.161765,29.375,11352
10102,AIRCO INC,6/30/1976 0:00,0.119149,32.875,11352
10102,AIRCO INC,7/31/1976 0:00,0.003802,33,11352
10102,AIRCO INC,8/31/1976 0:00,-0.048106,31.125,11352
10102,AIRCO INC,9/30/1976 0:00,-0.028112,30.25,11352
10102,AIRCO INC,10/31/1976 0:00,-0.028926,29.375,11352
10102,AIRCO INC,11/30/1976 0:00,-0.054043,27.5,11352
10102,AIRCO INC,12/31/1976 0:00,0.122727,30.875,11352
10102,AIRCO INC,1/31/1977 0:00,-0.008097,30.625,11352
10102,AIRCO INC,2/28/1977 0:00,-0.006939,30.125,11352
10102,AIRCO INC,3/31/1977 0:00,-0.012448,29.75,11352
10102,AIRCO INC,4/30/1977 0:00,0.084034,32.25,11352
10102,AIRCO INC,5/31/1977 0:00,0.001163,32,11352
10102,AIRCO INC,6/30/1977 0:00,-0.003906,31.875,11794
10102,AIRCO INC,7/31/1977 0:00,-0.137255,27.5,11794
10102,AIRCO INC,8/31/1977 0:00,0.003182,27.25,11794
10102,AIRCO INC,9/30/1977 0:00,0.155963,31.5,11794
10102,AIRCO INC,10/31/1977 0:00,-0.019841,30.875,11794
10102,AIRCO INC,11/30/1977 0:00,0.189069,36.375,11794
10102,AIRCO INC,12/31/1977 0:00,-0.051546,34.5,12194
10102,AIRCO INC,1/31/1978 0:00,0.144928,39.5,12194
10102,AIRCO INC,2/28/1978 0:00,0.024367,40.125,12194
10102,AIRCO INC,3/31/1978 0:00,0.071651,43,12194
10102,AIRCO INC,4/30/1978 0:00,0.159884,49.875,12194
10102,AIRCO INC,5/31/1978 0:00,0.002506,,12194
10104,ORACLE CORP,7/31/2013 0:00,0.05731,32.35,4630807
10104,ORACLE CORP,8/31/2013 0:00,-0.015147,31.86,4630807
10104,ORACLE CORP,9/30/2013 0:00,0.041117,33.17,4557459
10104,ORACLE CORP,10/31/2013 0:00,0.013567,33.5,4557459
10104,ORACLE CORP,11/30/2013 0:00,0.053433,35.29,4557459
10104,ORACLE CORP,12/31/2013 0:00,0.08416,38.26,4497409
10104,ORACLE CORP,1/31/2014 0:00,-0.03241,36.9,4497409
10104,ORACLE CORP,2/28/2014 0:00,0.059892,39.11,4497409
10104,ORACLE CORP,3/31/2014 0:00,0.046024,40.91,4458886
10104,ORACLE CORP,4/30/2014 0:00,0.0022,40.88,4458886
10104,ORACLE CORP,5/31/2014 0:00,0.027886,42.02,4458886
10104,ORACLE CORP,6/30/2014 0:00,-0.035459,40.53,4454889
10104,ORACLE CORP,7/31/2014 0:00,-0.000493,40.39,4454889
10104,ORACLE CORP,8/31/2014 0:00,0.028225,41.53,4454889
10104,ORACLE CORP,9/30/2014 0:00,-0.078257,38.28,4431304
10104,ORACLE CORP,10/31/2014 0:00,0.02325,39.05,4431304
10104,ORACLE CORP,11/30/2014 0:00,0.086044,42.41,4431304
10104,ORACLE CORP,12/31/2014 0:00,0.060363,44.97,4391367
10104,ORACLE CORP,1/31/2015 0:00,-0.065822,41.89,4391367
10104,ORACLE CORP,2/28/2015 0:00,0.046073,43.82,4391367
10104,ORACLE CORP,3/31/2015 0:00,-0.01529,43.15,4367070
10104,ORACLE CORP,4/30/2015 0:00,0.014368,43.62,4698310
10104,ORACLE CORP,5/31/2015 0:00,-0.00298,43.49,4367070
10104,ORACLE CORP,6/30/2015 0:00,-0.07335,40.3,4336077
10104,ORACLE CORP,7/31/2015 0:00,-0.005211,39.94,4336077
10104,ORACLE CORP,8/31/2015 0:00,-0.071357,37.09,4336077
10104,ORACLE CORP,9/30/2015 0:00,-0.026153,36.12,4264628
10104,ORACLE CORP,10/31/2015 0:00,0.079457,38.84,4264628
10104,ORACLE CORP,11/30/2015 0:00,0.003347,38.97,4264628
10104,ORACLE CORP,12/31/2015 0:00,-0.062612,36.53,4201220
10104,ORACLE CORP,1/31/2016 0:00,-0.001916,36.31,4201220
10104,ORACLE CORP,2/29/2016 0:00,0.012944,36.78,4201220
10104,ORACLE CORP,3/31/2016 0:00,0.112289,40.91,4149865
10104,ORACLE CORP,4/30/2016 0:00,-0.021999,39.86,4149865
10104,ORACLE CORP,5/31/2016 0:00,0.00853,40.2,4149865
10104,ORACLE CORP,6/30/2016 0:00,0.018159,40.93,4122730
10104,ORACLE CORP,7/31/2016 0:00,0.006352,41.04,4122730
10104,ORACLE CORP,8/31/2016 0:00,0.004386,41.22,4122730
10104,ORACLE CORP,9/30/2016 0:00,-0.047065,39.28,4105645
10104,ORACLE CORP,10/31/2016 0:00,-0.018075,38.42,4105645
10104,ORACLE CORP,11/30/2016 0:00,0.04607,40.19,4105645
10104,ORACLE CORP,12/31/2016 0:00,-0.043294,38.45,4102353
10104,ORACLE CORP,1/31/2017 0:00,0.047074,40.11,4102353
10104,ORACLE CORP,2/28/2017 0:00,0.06183,42.59,4102353
10104,ORACLE CORP,3/31/2017 0:00,0.047429,44.61,4114684
10104,ORACLE CORP,4/30/2017 0:00,0.012105,44.96,4114684
10104,ORACLE CORP,5/31/2017 0:00,0.009564,45.39,4114684
10104,ORACLE CORP,6/30/2017 0:00,0.104649,50.14,4136682
10104,ORACLE CORP,7/31/2017 0:00,-0.000399,49.93,4136682
10104,ORACLE CORP,8/31/2017 0:00,0.008011,50.33,4136682
10104,ORACLE CORP,9/30/2017 0:00,-0.03934,48.35,4173486
10104,ORACLE CORP,10/31/2017 0:00,0.05667,50.9,4173486
10104,ORACLE CORP,11/30/2017 0:00,-0.036149,49.06,4173486
10104,ORACLE CORP,12/31/2017 0:00,-0.036282,47.28,4139602
10104,ORACLE CORP,1/31/2018 0:00,0.095178,51.59,4139602
10104,ORACLE CORP,2/28/2018 0:00,-0.017833,50.67,4139602
10104,ORACLE CORP,3/31/2018 0:00,-0.097099,45.75,4082313
10104,ORACLE CORP,4/30/2018 0:00,0.002404,45.67,4082313
10104,ORACLE CORP,5/31/2018 0:00,0.022991,46.72,4082313
10104,ORACLE CORP,6/30/2018 0:00,-0.056935,44.06,3981155
10104,ORACLE CORP,7/31/2018 0:00,0.086473,47.68,3981155
10104,ORACLE CORP,8/31/2018 0:00,0.018876,48.58,3981155
10104,ORACLE CORP,9/30/2018 0:00,0.061342,51.56,3787960
10104,ORACLE CORP,10/31/2018 0:00,-0.049069,48.84,3787960
10104,ORACLE CORP,11/30/2018 0:00,-0.001638,48.76,3787960
10104,ORACLE CORP,12/31/2018 0:00,-0.074036,45.15,3588919
10104,ORACLE CORP,1/31/2019 0:00,0.116722,50.23,3588919
10104,ORACLE CORP,2/28/2019 0:00,0.037826,52.13,3588919
10104,ORACLE CORP,3/31/2019 0:00,0.030309,53.71,3417654
10104,ORACLE CORP,4/30/2019 0:00,0.03463,55.33,3417654
10104,ORACLE CORP,5/31/2019 0:00,-0.085487,50.6,3417654
10104,ORACLE CORP,6/30/2019 0:00,0.125889,56.97,3335819
10104,ORACLE CORP,7/31/2019 0:00,-0.007548,56.3,3335819
10104,ORACLE CORP,8/31/2019 0:00,-0.075311,52.06,3335819
10104,ORACLE CORP,9/30/2019 0:00,0.05705,55.03,3282517
10104,ORACLE CORP,10/31/2019 0:00,-0.005452,54.49,3282517
10104,ORACLE CORP,11/30/2019 0:00,0.030281,56.14,3282517
10104,ORACLE CORP,12/31/2019 0:00,-0.056288,52.98,3207649
10108,SUNGARD DATA SYSTEMS INC,6/30/1997 0:00,0.094118,46.5,43123
10108,SUNGARD DATA SYSTEMS INC,7/31/1997 0:00,0.018817,47.375,43123
10108,SUNGARD DATA SYSTEMS INC,8/31/1997 0:00,0.100264,52.125,43183
10108,SUNGARD DATA SYSTEMS INC,9/30/1997 0:00,-0.069544,24.25,86366
10108,SUNGARD DATA SYSTEMS INC,10/31/1997 0:00,-0.025773,23.625,86366
10108,SUNGARD DATA SYSTEMS INC,11/30/1997 0:00,0.095238,25.875,86366
10108,SUNGARD DATA SYSTEMS INC,12/31/1997 0:00,0.193237,30.875,86767
10108,SUNGARD DATA SYSTEMS INC,1/31/1998 0:00,-0.038462,29.6875,99864
10108,SUNGARD DATA SYSTEMS INC,2/28/1998 0:00,0.151579,34.1875,99864
10108,SUNGARD DATA SYSTEMS INC,3/31/1998 0:00,0.076782,36.8125,102710
10108,SUNGARD DATA SYSTEMS INC,4/30/1998 0:00,-0.032258,35.625,102710
10108,SUNGARD DATA SYSTEMS INC,5/31/1998 0:00,-0.042105,34.125,102883
10108,SUNGARD DATA SYSTEMS INC,6/30/1998 0:00,0.124542,38.375,102883
10108,SUNGARD DATA SYSTEMS INC,7/31/1998 0:00,-0.071661,35.625,102883
10108,SUNGARD DATA SYSTEMS INC,8/31/1998 0:00,-0.110526,31.6875,104133
10108,SUNGARD DATA SYSTEMS INC,9/30/1998 0:00,-0.005917,31.5,104133
10108,SUNGARD DATA SYSTEMS INC,10/31/1998 0:00,0.071429,33.75,104133
10108,SUNGARD DATA SYSTEMS INC,11/30/1998 0:00,-0.051852,32,105369
10108,SUNGARD DATA SYSTEMS INC,12/31/1998 0:00,0.240234,39.6875,105369
10108,SUNGARD DATA SYSTEMS INC,1/31/1999 0:00,-0.096063,35.875,105369
10108,SUNGARD DATA SYSTEMS INC,2/28/1999 0:00,0.10453,39.625,105369
10108,SUNGARD DATA SYSTEMS INC,3/31/1999 0:00,0.009464,40,112647
10108,SUNGARD DATA SYSTEMS INC,4/30/1999 0:00,-0.201562,31.9375,114941
10108,SUNGARD DATA SYSTEMS INC,5/31/1999 0:00,0.09589,35,117544
10108,SUNGARD DATA SYSTEMS INC,6/30/1999 0:00,-0.014286,34.5,117544
10108,SUNGARD DATA SYSTEMS INC,7/31/1999 0:00,-0.17029,28.625,117544
10108,SUNGARD DATA SYSTEMS INC,8/31/1999 0:00,-0.126638,25,119845
10108,SUNGARD DATA SYSTEMS INC,9/30/1999 0:00,0.0525,26.3125,119845
10108,SUNGARD DATA SYSTEMS INC,10/31/1999 0:00,-0.071259,24.4375,119845
10108,SUNGARD DATA SYSTEMS INC,11/30/1999 0:00,-0.089514,22.25,119845
10108,SUNGARD DATA SYSTEMS INC,12/31/1999 0:00,0.067416,23.75,128237
10108,SUNGARD DATA SYSTEMS INC,1/31/2000 0:00,0.221053,29,128237
10108,SUNGARD DATA SYSTEMS INC,2/29/2000 0:00,0.034483,30,128237
10108,SUNGARD DATA SYSTEMS INC,3/31/2000 0:00,0.258333,37.75,128237
10108,SUNGARD DATA SYSTEMS INC,4/30/2000 0:00,-0.084437,34.5625,131261
10108,SUNGARD DATA SYSTEMS INC,5/31/2000 0:00,-0.018083,33.9375,131539
10108,SUNGARD DATA SYSTEMS INC,6/30/2000 0:00,-0.086556,31,131539
10108,SUNGARD DATA SYSTEMS INC,7/31/2000 0:00,0.066532,33.0625,131539
10108,SUNGARD DATA SYSTEMS INC,8/31/2000 0:00,0.088847,36,131951
10108,SUNGARD DATA SYSTEMS INC,9/30/2000 0:00,0.189236,42.8125,131951
10108,SUNGARD DATA SYSTEMS INC,10/31/2000 0:00,0.194161,51.125,131951
10108,SUNGARD DATA SYSTEMS INC,11/30/2000 0:00,-0.040342,49.0625,131951
